case_id,domain,seed,robust_diagonal,scale_median_over_diagonal,scale_q95_over_diagonal,match_median_over_diagonal,match_q95_over_diagonal,support_probability_mean,valid_fraction,abs_normal_displacement_q95_over_diagonal
nominal-seed-100019,nominal,100019,2903.127694282696,0.0006340805250487322,0.003774270864827232,0.0021212664327604886,0.01874550747124786,0.06280676838839123,0.7980769230769231,0.0062031807502072695
nominal-seed-100020,nominal,100020,2901.9326327586386,0.0006773260671098084,0.004111105263160593,0.0027158274877056793,0.020460981231379422,0.06229561002133341,0.7980769230769231,0.007028806748206869
nominal-seed-100021,nominal,100021,2905.7867760884083,0.0006350493788131974,0.0038016238067962297,0.002157761175468838,0.018828680920906452,0.06718532035574565,0.7980769230769231,0.00644244096942163
nominal-seed-100022,nominal,100022,2906.222764671309,0.0006132030595723849,0.003823083820646857,0.0023830221582811445,0.019010530611744472,0.06722268286080056,0.7964743589743589,0.006759474887743604
nominal-seed-100023,nominal,100023,2900.174901182983,0.0006423590703815883,0.0040225531359472004,0.002357288755329637,0.020038325338534738,0.06286129705469436,0.8060897435897436,0.006154575045244554
nominal-seed-100024,nominal,100024,2907.7759131661032,0.0006552869344671395,0.0038694273536882392,0.0024715904523790965,0.01923948197541412,0.061276930477701066,0.7980769230769231,0.007062227675228518
nominal-seed-100025,nominal,100025,2905.144121099,0.0006728706756913033,0.003883111338221849,0.002422406578389697,0.01921681223272344,0.05745751977928233,0.8012820512820513,0.007045689883076631
nominal-seed-100026,nominal,100026,2902.5860737830635,0.0006640276381508777,0.0040125170883667845,0.002534961276135952,0.019736897335445674,0.0664463719837337,0.8012820512820513,0.006658276662979591
nominal-seed-100027,nominal,100027,2901.255631394376,0.0006226292647625241,0.004042895636198707,0.002419788228473247,0.020062345663031972,0.05973604457819617,0.7868589743589743,0.006575883085824179
nominal-seed-100028,nominal,100028,2902.5247047676557,0.0006226969115343991,0.0037932242947243317,0.0023997335645696643,0.01883029343701233,0.06486903128659091,0.7980769230769231,0.006652739193562452
nominal-seed-100029,nominal,100029,2899.7218027855765,0.0005329859893626811,0.003905708532742388,0.0018602266326636766,0.019474118019298246,0.06922086985203783,0.8028846153846154,0.005722201664755771
nominal-seed-100030,nominal,100030,2897.708385503524,0.0006121332243071215,0.003862520278014651,0.0022947563488926012,0.019172926758063466,0.06181977259708509,0.7932692307692307,0.006794059296555673
nominal-seed-100031,nominal,100031,2900.722635977637,0.0006470326474331456,0.004040947337620758,0.002298159554861335,0.019975962808552617,0.0706429776470284,0.7996794871794872,0.005881371578105144
nominal-seed-100032,nominal,100032,2902.1356521685543,0.0006636292063863855,0.004135035309239188,0.0026460467706586007,0.020436624551447513,0.06787437317036518,0.8012820512820513,0.007107844095707032
nominal-seed-100033,nominal,100033,2898.0210145236697,0.0005605876555158815,0.00414197557012253,0.0020447282176188426,0.020553523083672802,0.0721010444392625,0.8028846153846154,0.005941094793275651
nominal-seed-100034,nominal,100034,2901.8578006289317,0.0006329992935240154,0.0039696507584936185,0.0023260651765497557,0.019760572308320828,0.05790011665898693,0.7948717948717948,0.006223438426337523
nominal-seed-100035,nominal,100035,2901.1758248842452,0.0006643645460298483,0.0037891795103044616,0.0025424889626854195,0.01882226701181968,0.06220179788470691,0.7980769230769231,0.007447471380418316
nominal-seed-100036,nominal,100036,2907.079863166383,0.0006017466517650447,0.00403949836787804,0.002139901825135317,0.020090313850266314,0.06679770279062398,0.7964743589743589,0.005684680369317915
nominal-seed-100037,nominal,100037,2897.0647970398686,0.0006254694612821541,0.004160726348183395,0.002136543931383472,0.020737314667439374,0.06364462182101584,0.7996794871794872,0.005970206519724715
nominal-seed-100038,nominal,100038,2897.7992344356644,0.0006212128802547492,0.0040200733081591075,0.002224444422531691,0.01998819213991903,0.06726421755134994,0.8044871794871795,0.006554689690122537
nominal-seed-100039,nominal,100039,2904.7168161158256,0.0006745844967884521,0.0041202858184656264,0.002608681379121502,0.0204522416642171,0.06299214830540156,0.7980769230769231,0.006936433131158981
nominal-seed-100040,nominal,100040,2902.616871481069,0.0006226156268669617,0.003528085777860918,0.0022494435207406002,0.017570431813372533,0.057138910961387394,0.7916666666666666,0.006580554645500116
nominal-seed-100041,nominal,100041,2901.292088621292,0.0006088674699439243,0.003934232888054077,0.0022940310148817627,0.01960481104619322,0.06574567688180355,0.7980769230769231,0.00648982356214554
nominal-seed-100042,nominal,100042,2896.3208024759956,0.0006383489275851703,0.0039222548670909884,0.0021848133579680444,0.01942476150693869,0.06532860103697641,0.7932692307692307,0.0060562173235767435
nominal-seed-100043,nominal,100043,2899.4396208413054,0.0006093922261906563,0.0039318155971412245,0.002217092658551027,0.019481100830276033,0.06140315901539001,0.7948717948717948,0.005878614894306653
nominal-seed-100044,nominal,100044,2902.1139674348965,0.0006594114741926815,0.0040496959151014285,0.0024903317529153175,0.020177863176354796,0.06203270152991274,0.7964743589743589,0.006321218987371464
nominal-seed-100045,nominal,100045,2910.6483758943186,0.0005855721808723693,0.0036312305399818522,0.0020328149468336735,0.01805670345400085,0.07294607574606676,0.7932692307692307,0.005726722450117187
nominal-seed-100046,nominal,100046,2906.4916037902854,0.0006328387933404066,0.0038191330625752793,0.002389870264765037,0.019005046313087175,0.06719545364145321,0.7980769230769231,0.006330215608790223
nominal-seed-100047,nominal,100047,2901.1649939195336,0.0005974079595243893,0.004066630740967051,0.0020961159363286717,0.02024290497925598,0.06714470202547392,0.7996794871794872,0.005576668118813903
nominal-seed-100048,nominal,100048,2901.10473326949,0.0005990740000293148,0.003939430815123423,0.0021449836509332258,0.019567505243578174,0.08101537625482902,0.8028846153846154,0.005949384812546026
nominal-seed-100049,nominal,100049,2902.0423994696666,0.0005710216864625393,0.004025904933996171,0.0019565009837972454,0.020091962426228183,0.06366711785194597,0.7980769230769231,0.005425530603080161
nominal-seed-100050,nominal,100050,2908.933259391799,0.0006711601320508186,0.004008604876653098,0.0025851965796816435,0.019942395498736856,0.05321768805370527,0.7948717948717948,0.006520414199940796
nominal-seed-100051,nominal,100051,2903.479942967672,0.0006558730638213378,0.004001023955276264,0.0023618900703024173,0.01994664254481208,0.06765508301540755,0.7964743589743589,0.006468025522993627
nominal-seed-100052,nominal,100052,2900.746496742019,0.0006192261082931526,0.0040625189187060125,0.0021866514821916407,0.020155577546964867,0.06646094449509278,0.7916666666666666,0.006357213209594869
nominal-seed-100053,nominal,100053,2898.811853621532,0.0006041664486902854,0.003996322280796848,0.0023676508393372956,0.019903077318099784,0.053429625939524106,0.7964743589743589,0.006741334660311943
nominal-seed-100054,nominal,100054,2896.641245568774,0.0005961328049570178,0.004033277192566912,0.002176622269982205,0.01997918514919672,0.06636379125187676,0.7948717948717948,0.006507833942547998
nominal-seed-100055,nominal,100055,2899.833231619758,0.0006556389191424336,0.004065559513003455,0.0024088425436412176,0.020084119250836897,0.058826284389273266,0.8012820512820513,0.006977675935839428
nominal-seed-100056,nominal,100056,2902.01444888875,0.0007000219795749519,0.004084134162401087,0.002573316527078558,0.020242299841472477,0.061877949316656376,0.8028846153846154,0.006665837045052067
nominal-seed-100057,nominal,100057,2897.621440194002,0.0007174005680671845,0.0040671111093457555,0.002742394674016472,0.020203518039662978,0.05403381001745157,0.8076923076923077,0.007212170397328816
nominal-seed-100058,nominal,100058,2899.29648716359,0.0006423335722094794,0.003872758227481139,0.0023614139982928196,0.019287507580564522,0.06370764842861305,0.7964743589743589,0.006375428392435462
nominal-seed-100059,nominal,100059,2903.4818950706476,0.0006533445616847128,0.003815047090894094,0.002475962446740378,0.018890173713468652,0.058221210177837275,0.7932692307692307,0.0076864669786603414
noise_density-seed-110000,noise_density,110000,2916.6650562652335,0.0017296677708325734,0.0065992131657765535,0.0038868661078307705,0.031777145802952954,0.12081763071328987,0.8092948717948718,0.005240908561332768
noise_density-seed-110001,noise_density,110001,2900.678077456431,0.001721517267978111,0.006054062429399911,0.004039355463175389,0.029141541561247243,0.1302486678937493,0.8092948717948718,0.0061453244071394695
noise_density-seed-110002,noise_density,110002,2905.968814470758,0.0016904293356128479,0.006357013484824225,0.004491351550822365,0.031231144320269008,0.11746244756887404,0.7980769230769231,0.006374363857507389
noise_density-seed-110003,noise_density,110003,2887.2375171564468,0.001782807387006054,0.006725685975733091,0.004526917875710669,0.033128275072720564,0.12587593165630906,0.7996794871794872,0.005918519018938446
noise_density-seed-110004,noise_density,110004,2894.316952010023,0.0018475329258560492,0.006469903093372574,0.004330237371818563,0.03148733455732039,0.11552191030473748,0.8012820512820513,0.005989512191907828
noise_density-seed-110005,noise_density,110005,2889.7556921870723,0.0016953789389332105,0.006078673235460631,0.004497181634414203,0.02979213719019119,0.1279591814078154,0.8060897435897436,0.006323738764567787
noise_density-seed-110006,noise_density,110006,2913.0919928806734,0.0018048346157202044,0.006920382464858025,0.0045492885899036176,0.03385993044804249,0.11538743036911707,0.8092948717948718,0.006410414823850729
noise_density-seed-110007,noise_density,110007,2893.2496367746926,0.0017306801326520175,0.006658198641630154,0.004292466060192951,0.03250253805151371,0.11979888313714696,0.8173076923076923,0.005665718096649644
noise_density-seed-110008,noise_density,110008,2904.966068537409,0.0017947008351116818,0.0067542199604878166,0.004499496007096136,0.03281134653661878,0.10459040495373244,0.8076923076923077,0.006073856968205285
noise_density-seed-110009,noise_density,110009,2906.4244750382995,0.0017559021532553784,0.006027759709904377,0.004138256409284804,0.029233202600982354,0.124907766138891,0.8092948717948718,0.006585364415543217
noise_density-seed-110010,noise_density,110010,2902.513933560542,0.0017787663499354396,0.006728061619307065,0.004263395690013039,0.0327946142259956,0.10076100909629881,0.8044871794871795,0.006668215170229306
noise_density-seed-110011,noise_density,110011,2899.042789036839,0.0018955458440992443,0.006456900594238398,0.004793756342623613,0.030753315645242384,0.12784677584136048,0.7996794871794872,0.006334309594912028
noise_density-seed-110012,noise_density,110012,2905.3893746239983,0.0018269853976263348,0.006284126531747844,0.0045228674991284745,0.030117490211646905,0.12109862696957187,0.8012820512820513,0.0060087893131121365
noise_density-seed-110013,noise_density,110013,2912.3211784311784,0.0017965468675789804,0.0068216657310785096,0.004709913136339062,0.033409627820329225,0.12416982372466857,0.7996794871794872,0.006967620668072175
noise_density-seed-110014,noise_density,110014,2903.7690956449806,0.0017834949219202765,0.006476344257966346,0.004709930379968309,0.03191430049334377,0.11344245230216618,0.7996794871794872,0.006477274993305479
noise_density-seed-110015,noise_density,110015,2904.2141962785727,0.0017278373739557991,0.006419642860536647,0.004062015570818636,0.031513415760356094,0.11338503248723246,0.8012820512820513,0.004977186393847398
noise_density-seed-110016,noise_density,110016,2911.3165147824084,0.0018352441136576406,0.006621726452272677,0.0037485652146790004,0.03261757474108421,0.12845611753107894,0.8108974358974359,0.0051909562835449575
noise_density-seed-110017,noise_density,110017,2908.5781163200827,0.0018145380845183085,0.00609663638338637,0.004639776395725016,0.029783501568224954,0.11801438858036849,0.8044871794871795,0.0068749725796956465
noise_density-seed-110018,noise_density,110018,2894.161103467238,0.0017144276342332828,0.0060220483258211195,0.003982386456183052,0.02958050456007203,0.1177236135813391,0.8125,0.0052039387828205965
noise_density-seed-110019,noise_density,110019,2898.7933676877137,0.0018027578743884066,0.0059389782323358105,0.004599068991033348,0.029073085994917487,0.1151263120269743,0.8076923076923077,0.00604583853940943
noise_density-seed-110020,noise_density,110020,2895.701809719529,0.0016890836231719904,0.006395520815778201,0.004184995558962489,0.03107415403990166,0.10547986195635413,0.8044871794871795,0.005869984561081245
noise_density-seed-110021,noise_density,110021,2907.220904184054,0.0018148469343422175,0.006370331783246677,0.004865014020516967,0.03129043294127107,0.11015647598256674,0.7964743589743589,0.0066687566310704854
noise_density-seed-110022,noise_density,110022,2901.5539927125224,0.0018385218542813137,0.006865539485883952,0.004343439566776078,0.033556248622156185,0.12372764355817736,0.7996794871794872,0.005990786788209905
noise_density-seed-110023,noise_density,110023,2900.4859420226244,0.001771214532205326,0.006755140069737299,0.004805493321992145,0.03288103890937388,0.12564221126415404,0.8012820512820513,0.006935654451977076
noise_density-seed-110024,noise_density,110024,2912.073698421134,0.0017533563792217078,0.006071760600096805,0.00438852995255012,0.029672172934309567,0.10531779842933488,0.8076923076923077,0.005901142118854928
noise_density-seed-110025,noise_density,110025,2907.6445164687752,0.0017805786124376042,0.0060585763167559925,0.0048003338055303294,0.029939263413160652,0.10246887599275059,0.8060897435897436,0.006778829617793459
noise_density-seed-110026,noise_density,110026,2921.0483334789333,0.0017689406769637816,0.0071274449953032445,0.0042309408456203575,0.03523307707689024,0.12902920148232894,0.7932692307692307,0.005479552304842865
noise_density-seed-110027,noise_density,110027,2895.336045849556,0.0017717243214794966,0.006717302064317028,0.005172274069296937,0.032328535303836996,0.10961818672320493,0.8044871794871795,0.006916569130678991
noise_density-seed-110028,noise_density,110028,2919.3323801279694,0.001720146765767953,0.0061003206684256414,0.003883011070068713,0.029499378804929616,0.1314680139782095,0.8125,0.005757289108319536
noise_density-seed-110029,noise_density,110029,2913.143065252247,0.001789660378630955,0.006317509921161144,0.004444698745830597,0.029998942176285376,0.11503941894223577,0.8028846153846154,0.006402030144469416
noise_density-seed-110030,noise_density,110030,2912.6999491595216,0.0016781852526370176,0.0059894229309577236,0.004415747129846618,0.029098721492397745,0.1120213999453565,0.7980769230769231,0.006493984379196352
noise_density-seed-110031,noise_density,110031,2891.444362231937,0.0017042928287089143,0.006627774746764156,0.004481366846846537,0.032263098320215074,0.1123891961786163,0.8012820512820513,0.005756842956566633
noise_density-seed-110032,noise_density,110032,2906.7688847010195,0.001604853452478769,0.0065701376400437266,0.004278505241687436,0.03235100037321384,0.12026380467577592,0.8092948717948718,0.005625330520336038
noise_density-seed-110033,noise_density,110033,2916.8601282595932,0.0018378106621768598,0.00660646305026654,0.004435027072151472,0.0324791309707672,0.11013618757573007,0.8012820512820513,0.005617451414375301
noise_density-seed-110034,noise_density,110034,2899.41107270767,0.0017271936407763167,0.006378518737203555,0.003940642686002857,0.030912308355630642,0.12522262543058343,0.8141025641025641,0.005670148857057878
noise_density-seed-110035,noise_density,110035,2899.2235293916565,0.0017186059293904231,0.006948738324034867,0.004389575168332686,0.03426519076280378,0.12243414825396962,0.7964743589743589,0.00580185560705405
noise_density-seed-110036,noise_density,110036,2909.026452494468,0.001771932560431738,0.006066106156761139,0.004648611627577999,0.029751313347075505,0.11221113668450092,0.8009630818619583,0.006380907187353475
noise_density-seed-110037,noise_density,110037,2892.6024355547333,0.001819419424656828,0.007096169578631351,0.00459803348470093,0.035002688788806406,0.12476664419542345,0.8092948717948718,0.006249959445192499
noise_density-seed-110038,noise_density,110038,2898.1709094428466,0.001688767731566511,0.00628923598884022,0.004306894132895995,0.03060326584491183,0.1255153413593426,0.8125,0.006301428297963253
noise_density-seed-110039,noise_density,110039,2915.1988102264,0.0016904135115950578,0.005902823096671128,0.0036932689568037846,0.02890314127469526,0.13114072106443303,0.8028846153846154,0.004857925954519561
noise_density-seed-110040,noise_density,110040,2903.279873739654,0.001757740443784381,0.006503127611890944,0.00449850219036268,0.03172193501665283,0.10238715736308047,0.8076923076923077,0.006225912708814201
noise_density-seed-110041,noise_density,110041,2896.712846701564,0.0018911069372953098,0.007020806049680168,0.004535201970311541,0.034299624645068076,0.11498175896511398,0.7964743589743589,0.006108845173389515
noise_density-seed-110042,noise_density,110042,2903.6894076824865,0.001919188016044654,0.006211037057754952,0.004254359517175702,0.03047631783458739,0.11013879428995245,0.8012820512820513,0.005765874811120066
noise_density-seed-110043,noise_density,110043,2901.21032222898,0.0018658717212845222,0.005685576943150541,0.004738282699076005,0.027660531471305892,0.10467877719421427,0.8028846153846154,0.0071691283778599416
noise_density-seed-110044,noise_density,110044,2915.7398236067065,0.0018292630182049872,0.006987662365027217,0.004411732044040811,0.033848905509377414,0.12706216191160682,0.7980769230769231,0.006313248321768007
noise_density-seed-110045,noise_density,110045,2908.4028653615287,0.0017663881319600195,0.005973608440700842,0.00470657717181421,0.028976018871985774,0.12037413615141045,0.7996794871794872,0.006365807988253043
noise_density-seed-110046,noise_density,110046,2898.0785677458134,0.001771687477003711,0.006820973514790726,0.004852681606077334,0.03339622486333765,0.10830331120017715,0.8028846153846154,0.00602855443966084
noise_density-seed-110047,noise_density,110047,2900.8363348659163,0.0018047711930615866,0.006374183956704345,0.003887650395177892,0.030835044437135733,0.1215381825590779,0.7964743589743589,0.005075454792017467
noise_density-seed-110048,noise_density,110048,2893.3112944385307,0.0018065624439720684,0.006847107172761869,0.004156450071650869,0.03357788377441408,0.13270143070102783,0.8076923076923077,0.006062382969023726
noise_density-seed-110049,noise_density,110049,2894.011524365762,0.0018522203921843483,0.007122157969778366,0.004570260987939739,0.03509306894947311,0.1163736869432278,0.8028846153846154,0.006378594987567163
noise_density-seed-110050,noise_density,110050,2901.815862211906,0.0017822052143951841,0.006254383088065946,0.00404738147501788,0.03049544502971171,0.12003981753410337,0.8076923076923077,0.0050571321643804075
noise_density-seed-110051,noise_density,110051,2905.0228699062136,0.0018302438195937942,0.00624752871442112,0.0046621029147313016,0.030410792412795814,0.108974275161242,0.8092948717948718,0.006368197259177813
noise_density-seed-110052,noise_density,110052,2913.507118586795,0.0018909863083061843,0.0069533019969648825,0.005054908227219502,0.034145850901945274,0.11565406012589033,0.7964743589743589,0.006030763345581301
noise_density-seed-110053,noise_density,110053,2901.9479081406353,0.001801765769168138,0.006099954016976168,0.004340024828613161,0.029805387893373437,0.11728940343901478,0.7996794871794872,0.005873125124741754
noise_density-seed-110054,noise_density,110054,2911.149670166496,0.0018431274687576132,0.006760920475993113,0.004123829943808396,0.03295203424676031,0.12249894966640525,0.8076923076923077,0.005577303087589558
noise_density-seed-110055,noise_density,110055,2898.0653865086742,0.0016984886476391508,0.006650726008583549,0.00438639986702697,0.03267024465656128,0.11438810886638635,0.8012820512820513,0.006320728238134758
noise_density-seed-110056,noise_density,110056,2906.062860778435,0.0016439226728678178,0.007187128494110198,0.004416560054140576,0.03515425788964228,0.11027449791797576,0.7948717948717948,0.006573865932434556
noise_density-seed-110057,noise_density,110057,2904.045686437587,0.0017436657486982938,0.006919401675360427,0.004586999378090281,0.03385077342770045,0.10813891908610597,0.8012820512820513,0.005823016558634225
noise_density-seed-110058,noise_density,110058,2907.2766102882874,0.0018145354638534447,0.006800022849161496,0.005019508030296006,0.033318840562321726,0.11188457468592229,0.8012820512820513,0.007036782697520209
noise_density-seed-110059,noise_density,110059,2915.2768890287607,0.0017035871885254874,0.006417761839405732,0.004291974896505644,0.03163454882713314,0.12008614482710321,0.8060897435897436,0.005689062723823403
occlusion_outlier-seed-120000,occlusion_outlier,120000,2906.4995370146357,0.0009402773571843715,0.005650030602970676,0.0026391148742049,0.02804904949573662,0.0963267633283902,0.8044871794871795,0.0060981516961191315
occlusion_outlier-seed-120001,occlusion_outlier,120001,2915.182314173293,0.0008489151766340316,0.005428592437791332,0.002164212067861926,0.026366573926689323,0.10203610717715084,0.8060897435897436,0.004913105047335062
occlusion_outlier-seed-120002,occlusion_outlier,120002,2897.8493305801626,0.001000082221269267,0.005606588007855718,0.0030679615275803354,0.027818241856762495,0.10481684495364672,0.7996794871794872,0.005849824368055143
occlusion_outlier-seed-120003,occlusion_outlier,120003,2922.6412283205336,0.0009512315896349836,0.005364250408246038,0.002924573543786451,0.026598616250920554,0.09288331905009398,0.8028846153846154,0.006117785013864638
occlusion_outlier-seed-120004,occlusion_outlier,120004,2923.53311731046,0.000977078976872066,0.005433265165858366,0.0026629546398662662,0.026644453363498355,0.10772481995764899,0.8141025641025641,0.0060147152005034805
occlusion_outlier-seed-120005,occlusion_outlier,120005,2894.0000911095844,0.0009011557683397816,0.005973769446757857,0.002812977091724597,0.028500799190474102,0.08557115583687577,0.8060897435897436,0.006759803476013925
occlusion_outlier-seed-120006,occlusion_outlier,120006,2913.0660785649475,0.0009998701764291945,0.005220830809436443,0.0026721678596542072,0.025567952433850342,0.1225406611810863,0.8028846153846154,0.006147830605622538
occlusion_outlier-seed-120007,occlusion_outlier,120007,2902.7477784644607,0.0009983713166533594,0.005445479011637221,0.0034680476453859423,0.02698123658164673,0.10756579465892671,0.8060897435897436,0.006537178106938725
occlusion_outlier-seed-120008,occlusion_outlier,120008,2920.2872411491103,0.0008955318549905976,0.005417346346407162,0.0025739114751822767,0.02700712039009546,0.1020327195597996,0.8028846153846154,0.006374759155262207
occlusion_outlier-seed-120009,occlusion_outlier,120009,2906.53209283428,0.000929317820890108,0.005309771520435625,0.002637962588417139,0.026292379998540633,0.1105704564157233,0.7932692307692307,0.005932633086089958
occlusion_outlier-seed-120010,occlusion_outlier,120010,2902.692244685037,0.0009604648441499908,0.005692646670834062,0.002567485414044661,0.027581506899610163,0.12041627063874358,0.8012820512820513,0.006340151890786341
occlusion_outlier-seed-120011,occlusion_outlier,120011,2913.4412925420074,0.0022118925555101765,0.004750650129189835,0.010267931200851723,0.023208955938461465,0.10647437820998863,0.8125,0.005782357556536745
occlusion_outlier-seed-120012,occlusion_outlier,120012,2909.832617921892,0.0009801639740759554,0.0056300849486632994,0.0028678832114804663,0.027230205195274738,0.09506739710517798,0.8044871794871795,0.006202851034884553
occlusion_outlier-seed-120013,occlusion_outlier,120013,2943.1983047809695,0.0010211616171925803,0.005833358438718022,0.003016904619905377,0.028979253909919234,0.09790955779137016,0.8076923076923077,0.0061663326072547335
occlusion_outlier-seed-120014,occlusion_outlier,120014,2917.399788052457,0.0010088949908571105,0.004696109333898955,0.0024945828963772038,0.023216369404794174,0.12992951793626104,0.7980769230769231,0.005646696850215782
occlusion_outlier-seed-120015,occlusion_outlier,120015,2915.940693417753,0.0009632695463584586,0.005440036033577055,0.002727380157016244,0.026547525796346255,0.11104333023557242,0.8012820512820513,0.00569136752593382
occlusion_outlier-seed-120016,occlusion_outlier,120016,2899.3838622005424,0.0020573315034424673,0.005075355990754755,0.009271700992817123,0.02258425001676919,0.10666087315070176,0.8141025641025641,0.006401101818705648
occlusion_outlier-seed-120017,occlusion_outlier,120017,2918.212913346427,0.000978120789391904,0.006282927767979126,0.002716144587242378,0.03003072603376881,0.11304404452875055,0.8012820512820513,0.006754399099027145
occlusion_outlier-seed-120018,occlusion_outlier,120018,2903.3105589116108,0.0010155284287555483,0.005947077506231516,0.002960158165453665,0.027395294728797526,0.10525646431185524,0.7980769230769231,0.006653567274489984
occlusion_outlier-seed-120019,occlusion_outlier,120019,2911.42153973375,0.000934764731476136,0.005742858076213654,0.0027397875197217696,0.027608029624603545,0.10015799783183407,0.8141025641025641,0.006679194715383279
occlusion_outlier-seed-120020,occlusion_outlier,120020,2920.336842910655,0.0009077662912178478,0.0050307895527322245,0.0027403910077538926,0.024674282848239047,0.11323672441996753,0.7948717948717948,0.005415018958867092
occlusion_outlier-seed-120021,occlusion_outlier,120021,2921.3437079459763,0.0010174130248684818,0.005840763030854159,0.002916188338764718,0.029100611026578342,0.10237455815502759,0.8108974358974359,0.006432414899195934
occlusion_outlier-seed-120022,occlusion_outlier,120022,2906.056152978133,0.0009823773359884643,0.006038282459995823,0.003026122498725367,0.030047904213528914,0.09441788903779197,0.8012820512820513,0.0057663753151338225
occlusion_outlier-seed-120023,occlusion_outlier,120023,2907.9284251125177,0.0009632777661922819,0.00624605061972561,0.0027440012105810125,0.03102181122291047,0.11391981440673235,0.8060897435897436,0.006665044418581937
occlusion_outlier-seed-120024,occlusion_outlier,120024,2906.311245715792,0.0009118018683759279,0.00561241373879993,0.0026514119705194415,0.027927132720482764,0.11528845225095037,0.7964743589743589,0.005365676539475358
occlusion_outlier-seed-120025,occlusion_outlier,120025,2928.928161189845,0.0009353110368791607,0.005202755993428887,0.002847937228890216,0.025602347228068312,0.1042774727197192,0.8108974358974359,0.00640001671818472
occlusion_outlier-seed-120026,occlusion_outlier,120026,2902.9602992039945,0.0010560118728455325,0.0058022770902189215,0.0035011836162317914,0.02827447634087418,0.10579851043211747,0.8028846153846154,0.006390647675092913
occlusion_outlier-seed-120027,occlusion_outlier,120027,2908.3392701987614,0.0009040210109376302,0.006159343631728829,0.0024893915910087104,0.030612552182850018,0.10464545983460696,0.8076923076923077,0.005646078200411109
